,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204
redis&redis,60,40,71,65,61,46,69,63,57,67,55,61,52,52,65,77,112,75,73,80,63,52,54,79,73,52,57,67,42,57,63,41,59,43,48,46,41,52,50,53
