,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204
square&retrofit,5324.37,116.3,843.19,1704.23,20.8,1907.07,1399.97,727.83,,3466.26,2171.09,,5.06,690.57,1.83,23.2,119.89,94.58,,,82.92,4842.56,7.12,30.29,,,370.97,3602.67,1808.92,485.49,,8.53,0.42,2230.83,5.4,10.18,,385.49,5.94,15.12
