,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204
electron&electron,337.86,212.61,433.31,540.33,573.21,394.12,279.49,595.73,342.71,398.19,326.99,321.49,285.13,307.35,360.55,289.09,289.61,403.68,246.81,476.25,427.59,315.32,437.49,253.18,142.61,335.77,279.53,121.37,265.55,203.44,207.74,195.26,162.53,170.18,265.81,394.55,104.23,189.76,107.41,76.78
