,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204
redis&redis,902.68,1.12,42.36,62.61,2990.27,,,1296.02,112.44,346.68,229.25,118.25,1043.19,939.41,76.96,42.68,53.53,35.82,35.58,5.44,4.23,28.1,17.16,14.01,6.99,8.71,22.96,2.21,11.8,8.45,16.0,17.59,17.87,8.59,8.82,9.8,7.12,36.26,17.69,8.14
