,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204
tensorflow&models,11.56,2.53,23.74,1.94,1.77,6.38,5.9,1.37,7.84,25.24,3.45,30.02,8.61,2.78,3.45,5.08,109.55,4.4,11.61,18.94,1.01,41.31,63.07,122.18,73.4,160.71,10.23,0.02,11.01,14.97,8.54,248.54,31.91,299.2,448.26,11.46,25.16,0.05,53.59,8.66
