,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204
ytdl-org&youtube-dl,195.53,0.63,26.91,4.39,58.87,229.57,17.55,142.21,1.72,15.68,,,16.77,2462.22,13.17,0.05,21.26,,1025.11,1152.0,174.62,459.29,22.95,16.41,8.26,100.89,,37.23,50.44,62.49,,,,,,,,106.87,,64.8
