,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204
angular&angular,996,601,1080,2066,3347,293,1836,2533,4166,3049,4226,8507,7454,9831,10422,12183,15128,550,1535,2193,2804,2756,2988,3664,3700,5023,6263,3074,4823,6500,9236,11372,7528,6944,7743,17707,6939,7220,9432,9437
