,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911
ohmyzsh&ohmyzsh,4412.35,5993.46,1976.25,1646.36,2855.14,757.16,5090.84,4940.98,1804.31,2387.25,1103.54
