,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911
bitcoin&bitcoin,2942.91,4497.55,3125.62,4911.45,2951.28,3227.9,4233.85,3655.61,2930.11,4735.42,2728.86
