,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204
microsoft&TypeScript,72,24,27,56,22,17,26,40,37,51,75,31,86,68,98,22,22,22,23,26,41,37,15,12,19,18,27,17,21,30,12,20,19,24,12,12,17,28,61,22
