,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204
laravel&framework,5.43,4.33,11.65,13.01,6.6,10.82,14.78,22.63,30.92,16.96,14.44,23.52,14.15,12.85,9.82,29.33,3.2,2.88,2.8,2.19,2.43,3.43,2.47,2.89,4.39,2.38,2.71,1.77,2.83,1.64,2.21,0.73,13.27,2.53,0.92,1.39,9.07,6.46,5.44,4.97
