,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204
microsoft&vscode,35.57,31.86,36.07,42.44,106.54,28.8,90.21,62.36,63.4,3120.86,23.13,29.49,39.89,35.7,83.19,48.67,51.85,64.21,63.87,94.09,51.47,146.22,1271.48,28.37,99.47,26.88,49.69,44.19,63.46,45.64,57.59,187.48,79.65,842.29,75.18,94.44,100.18,49.62,61.25,84.81
