,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204
bitcoin&bitcoin,17,19,16,20,17,19,20,22,21,24,25,15,22,18,23,25,25,20,18,21,23,18,15,20,20,17,18,22,17,18,18,23,23,17,14,19,20,13,20,21
