,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204
dotnet&aspnetcore,31,28,27,30,34,31,29,25,25,28,26,22,27,22,27,29,25,23,22,21,23,20,19,14,20,18,22,22,22,19,23,24,24,20,16,11,22,16,18,16
