,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204
electron&electron,329,129,123,109,159,155,172,463,119,130,152,111,116,314,256,124,110,201,109,144,139,160,121,128,134,94,742,133,93,182,152,113,97,86,130,36,141,104,194,93
