,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204
microsoft&TypeScript,60.93,70.2,40.96,69.19,63.71,114.49,85.65,113.93,140.23,42.43,109.79,308.53,132.21,92.49,52.12,266.0,97.92,68.61,113.38,46.6,63.07,200.2,21.13,285.54,42.48,19.01,26.79,36.37,47.48,20.57,11.08,32.43,0.18,7.17,109.09,153.76,26.07,16.9,22.77,25.29
