,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204
facebook&react-native,34.81,14.73,44.25,59.38,69.65,43.85,70.82,251.36,89.2,116.5,67.17,343.71,73.72,133.17,55.0,73.3,123.56,521.57,134.15,385.35,184.0,152.87,273.19,102.72,240.31,554.44,684.47,977.44,416.16,74.84,84.24,37.56,27.55,43.28,32.86,5.99,59.75,37.44,23.22,20.66
