,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204
2dust&v2rayN,,,,,,,,15.91,130.71,,218.93,0.05,,342.45,26.67,2.86,1127.21,781.35,103.21,3.66,107.96,,,6.45,8.35,0.03,,,199.63,368.25,76.76,,,2105.83,,0.1,,,44.37,13.2
